Epoch,D Loss,G Loss,D Real Loss,D Fake Loss
0,3.160123199224472,0.20179676493773094,0.2519515953384913,-0.20179676493773094
1,0.19993909620321715,0.31656487859212434,0.4313609691766592,-0.31656487859212434
2,0.19146253512455866,0.29042300352683437,0.42196087883068967,-0.29042300352683437
3,0.212123385988749,0.2505872054741933,0.4122389486202827,-0.2505872054741933
4,0.22890524910046503,0.20947390107008126,0.393594728066371,-0.20947390107008126
5,0.22024905796234423,0.2257921672784365,0.3872046149694003,-0.2257921672784365
6,0.10651624718537697,0.3360908810908978,0.39065189544971174,-0.3360908810908978
7,0.05720310672544516,0.3698112941705264,0.3784221433676206,-0.3698112941705264
8,-0.007356038746925501,0.3900475020592029,0.33628827104201686,-0.3900475020592029
9,-0.090881186322524,0.4173345680420215,0.2778892241991483,-0.4173345680420215
10,-0.16533521963999823,0.45974536354725176,0.24631551595834586,-0.45974536354725176
11,-0.22368824596588427,0.511448261829523,0.24023967866714185,-0.511448261829523
12,-0.19956491113855288,0.44318999923192537,0.19885042195136732,-0.44318999923192537
13,0.013433468743012501,0.1851074964954303,0.1415955968774282,-0.1851074964954303
14,0.06974449811073449,0.067591752194298,0.09465546648089702,-0.067591752194298
15,0.07355104501430805,0.05285947264816899,0.08374164597346233,-0.05285947264816899
16,0.03660045420894256,0.11746443750766608,0.10960824615680255,-0.11746443750766608
17,-0.0007601525061405622,0.18491051288751456,0.134619758106195,-0.18491051288751456
18,-0.034345791316949405,0.247678741812706,0.16344671982985276,-0.247678741812706
19,-0.07491517410828517,0.3141649548824017,0.1877538963006093,-0.3141649548824017
20,-0.06252628507522437,0.3335948150891524,0.20981152814168197,-0.3335948150891524
21,0.022058550125131242,0.2837168872356415,0.25467632023187786,-0.2837168872356415
22,0.03085291700867506,0.34235746356157154,0.3353966772556305,-0.34235746356157154
23,0.02957927879805748,0.3771218474094684,0.3736113103536459,-0.3771218474094684
24,0.04467072165929354,0.4037492619110988,0.409761144564702,-0.4037492619110988
25,0.02710968929414566,0.43991897656367374,0.43088991137651295,-0.43991897656367374
26,0.0167590482876851,0.47619702495061433,0.45909683062480044,-0.47619702495061433
27,0.021426357615452547,0.4875808495741624,0.47457383229182315,-0.4875808495741624
28,0.025419446281515636,0.4990536180826334,0.4931535514501425,-0.4990536180826334
29,0.03197832333926971,0.5121632745632758,0.5095164202726804,-0.5121632745632758
30,0.045957158104731485,0.4695772918371054,0.48205114098695606,-0.4695772918371054
31,0.027792751072691038,0.47109614656521726,0.46720627638009876,-0.47109614656521726
32,0.026542524735514935,0.4795405406218309,0.47778701094480663,-0.4795405406218309
33,0.026249102818278167,0.4893568479097806,0.48469297702495867,-0.4893568479097806
34,0.017563113727821753,0.5112297649566944,0.5073283841976752,-0.5112297649566944
35,0.021223479165480688,0.524800195143773,0.5221538727100079,-0.524800195143773
36,0.024043437236776717,0.5395474067101111,0.5382629953897916,-0.5395474067101111
37,0.01760698640002654,0.5528373855810899,0.5472298035254846,-0.5528373855810899
38,0.020835969453820817,0.565633237361908,0.5587849066807673,-0.565633237361908
39,0.015119636574616799,0.581826741878803,0.5732415272639348,-0.581826741878803
40,0.020759985853846256,0.6035926800507766,0.5965242385864258,-0.6035926800507766
41,0.021609485865785524,0.6061533368550814,0.6062967089506296,-0.6061533368550814
42,0.01721677055152563,0.6160751168544476,0.6089745851663443,-0.6160751168544476
43,0.015680828060095128,0.6160615866000836,0.6118329900961655,-0.6160615866000836
44,0.017912811814592436,0.6194108036848215,0.6131821687404926,-0.6194108036848215
45,0.01744069130374835,0.6221971924488361,0.6168607198275052,-0.6221971924488361
46,0.013797413056286482,0.6287918870265667,0.6206187330759488,-0.6287918870265667
47,0.0278544736882815,0.6167720143611615,0.6107631279872014,-0.6167720143611615
48,0.03553852596535133,0.6525240815602816,0.6514881161543039,-0.6525240815602816
49,0.0030554978606792595,0.624032579935514,0.5983892954312838,-0.624032579935514
50,0.026816105326780908,0.6599271801801828,0.6449511922322787,-0.6599271801801828
51,0.025927936944824,0.6415473451981177,0.6434628275724558,-0.6415473451981177
52,0.028343268383580904,0.637131507580097,0.6376895812841562,-0.637131507580097
53,0.025760495748657446,0.6622757865832403,0.6667298582883981,-0.6622757865832403
54,0.02479288920473594,0.6671580626414373,0.6652693931873028,-0.6671580626414373
55,0.023069009328117736,0.6559593539971572,0.6584596358812772,-0.6559593539971572
56,0.02210350506580793,0.6505455237168533,0.6537947700573847,-0.6505455237168533
57,0.017705294088675425,0.6637011903982896,0.6606497993836036,-0.6637011903982896
58,0.018097449237337478,0.6425910546229436,0.6441767995174115,-0.6425910546229436
59,0.021609830025296945,0.6427057935641363,0.6383083141767062,-0.6427057935641363
60,0.025436614353496294,0.643010634642381,0.6395900387030381,-0.643010634642381
61,0.009399950002821593,0.6413371104460496,0.6341276168823242,-0.6413371104460496
62,0.018053960771514818,0.64551148047814,0.6428754742328937,-0.64551148047814
63,0.01983322102863055,0.6426697556789105,0.6400234470000634,-0.6426697556789105
64,0.027318299031601503,0.6251302728286157,0.6263885314647968,-0.6251302728286157
65,0.022400732438724775,0.7055853696969839,0.6985643276801476,-0.7055853696969839
66,0.0011041008222561616,0.6712730251825773,0.6438694687990042,-0.6712730251825773
67,0.03409489559439512,0.6195018933369563,0.6208093349750226,-0.6195018933369563
68,0.018849200640733425,0.7034540864137503,0.6941736478071946,-0.7034540864137503
69,0.017626306615196742,0.6648322802323562,0.6674290666213403,-0.6648322802323562
70,0.02637121554177541,0.6427180125163152,0.6482804830257709,-0.6427180125163152
71,0.02311369490164977,0.6535838704842788,0.6548828941125137,-0.6535838704842788
72,0.022610724043960754,0.6477102041244507,0.6489430299172034,-0.6477102041244507
73,0.02459015389187978,0.644460141658783,0.649562303836529,-0.644460141658783
74,0.024326469104450483,0.6435389335338886,0.6505304941764245,-0.6435389335338886
75,0.02128904226880807,0.6451303041898288,0.6462598351331857,-0.6451303041898288
76,0.017615501052485064,0.6422593501897959,0.6342736620169419,-0.6422593501897959
77,0.02172017075981085,0.6574765260402973,0.6580786796716543,-0.6574765260402973
78,0.019169997567167647,0.6647315804774945,0.6599791875252357,-0.6647315804774945
79,0.01571918508181205,0.6754372074053838,0.6702589071713961,-0.6754372074053838
80,0.02369805984199047,0.6619278330069321,0.6670904342944806,-0.6619278330069321
81,0.016669084676183187,0.6731527218451867,0.6734649584843562,-0.6731527218451867
82,0.01714856944118555,0.6902107412998493,0.6816946955827566,-0.6902107412998493
83,0.02161909446406823,0.6675462172581599,0.6680620266841009,-0.6675462172581599
84,0.021209776759720765,0.6691260016881503,0.6660277614226708,-0.6691260016881503
85,0.023509427905082703,0.6845379196680509,0.6788001702382014,-0.6845379196680509
86,0.0187789062038064,0.6692396998405457,0.6685378368084247,-0.6692396998405457
87,0.016636828533731975,0.6685922604340774,0.6656542374537542,-0.6685922604340774
88,0.019578151763058625,0.6758440870505112,0.6744138369193444,-0.6758440870505112
89,0.01802746170701889,0.6776907168901883,0.6718348402243394,-0.6776907168901883
90,0.013432445864264782,0.6903045819355891,0.6880459143565252,-0.6903045819355891
91,0.01030204065430623,0.6937483686667222,0.6923615519817059,-0.6937483686667222
92,0.024699940704382382,0.671276908654433,0.680901288986206,-0.671276908654433
93,0.02564731791902047,0.6665580456073468,0.6723996171584496,-0.6665580456073468
94,0.0072787049441383435,0.6756479877692002,0.6651623845100403,-0.6756479877692002
95,0.017357396964843456,0.6601300010314355,0.6524569713152372,-0.6601300010314355
96,0.023526211340840045,0.6917214622864356,0.6870522911732013,-0.6917214622864356
97,0.008624183372236215,0.696391068972074,0.6826057113133944,-0.696391068972074
98,0.019873568501610022,0.6943199817950909,0.6977290511131287,-0.6943199817950909
99,0.0163220797593777,0.6944168255879328,0.6995773452978867,-0.6944168255879328
100,0.01991486556541461,0.7060512992051932,0.7016539206871619,-0.7060512992051932
101,0.032373940428862207,0.6792711661412165,0.6923549266961905,-0.6792711661412165
102,0.011809628313550582,0.6891009761736944,0.6799506407517654,-0.6891009761736944
103,0.03138770077090997,0.6813095074433547,0.6809492936501136,-0.6813095074433547
104,0.022161766313589536,0.6602747486187861,0.6626518643819369,-0.6602747486187861
105,0.00693781953305006,0.6752696358240567,0.6644733685713547,-0.6752696358240567
106,0.017037359137947742,0.6774186812914335,0.6787707805633545,-0.6774186812914335
107,0.012290219274850992,0.6858506798744202,0.6745125788908738,-0.6858506798744202
108,0.022611050938184444,0.6833876142135034,0.6796719202628503,-0.6833876142135034
109,0.029014704534067556,0.6779798865318298,0.683997603563162,-0.6779798865318298
110,0.0049598717059080415,0.6989920827058645,0.6800559621590835,-0.6989920827058645
111,0.024572796188294888,0.6293251743683448,0.6329571788127606,-0.6293251743683448
112,0.009232121949585585,0.6719341507324805,0.6554753413567176,-0.6719341507324805
113,0.02849527899749004,0.6913500932546762,0.6961855108921344,-0.6913500932546762
114,0.0008084839926316188,0.6707159234927251,0.6476837259072524,-0.6707159234927251
115,0.033392712545509524,0.6285537481307983,0.6306885847678552,-0.6285537481307983
116,0.020973030835963212,0.6840091668642484,0.6809910260714017,-0.6840091668642484
117,0.02309363091794344,0.6663714876541724,0.6650102780415461,-0.6663714876541724
118,0.016646334471610878,0.6669987944456247,0.6615334749221802,-0.6669987944456247
119,0.023558002824966725,0.6452033748993506,0.6394084371053256,-0.6452033748993506
120,0.01768640514749747,0.6888386653019831,0.6727997660636902,-0.6888386653019831
121,0.013392676670963947,0.684725610109476,0.6780375700730544,-0.684725610109476
122,0.023895476156702407,0.7084764288021967,0.7032654285430908,-0.7084764288021967
123,0.014445197911789784,0.6669778961401719,0.6682051053413978,-0.6669778961401719
124,0.016971964245805375,0.6731279538227961,0.6694211822289687,-0.6731279538227961
125,0.0209933861087148,0.7148922544259292,0.7079441593243525,-0.7148922544259292
126,0.0255438916098613,0.7166245763118451,0.7181195341623746,-0.7166245763118451
127,-0.006486678782563943,0.6672813571416415,0.635994975383465,-0.6672813571416415
128,0.031761015263887554,0.6869500325276301,0.6875848357494061,-0.6869500325276301
129,0.0066793432029394004,0.7587533088830801,0.7367454400429359,-0.7587533088830801
130,0.030415437399194792,0.7392164468765259,0.7478470664757949,-0.7392164468765259
131,0.0041324652444857815,0.7200564650388864,0.7054753395227286,-0.7200564650388864
132,0.03891229228331493,0.7375347247490516,0.7472318502572867,-0.7375347247490516
133,0.0025793958741884967,0.7737791033891531,0.7576040350473844,-0.7737791033891531
134,0.013687012502207207,0.7744264190013592,0.7715536814469558,-0.7744264190013592
135,0.007830495587908305,0.7980014039919927,0.788686032478626,-0.7980014039919927
136,0.012729421401253114,0.7345218979395353,0.7361811170211205,-0.7345218979395353
137,0.015077424737123342,0.7484972935456496,0.741614607664255,-0.7484972935456496
138,0.019513454288244247,0.7501019101876479,0.7427763434556814,-0.7501019101876479
139,0.013113013253762172,0.7436269934360797,0.7390985855689416,-0.7436269934360797
140,0.016972676994135745,0.6981257154391363,0.6979335225545443,-0.6981257154391363
141,0.022592690844948474,0.7131491670241723,0.7103615173926721,-0.7131491670241723
142,0.017560604243324354,0.7561139739476718,0.7476492386597854,-0.7561139739476718
143,0.022000957280397415,0.7581987243432265,0.754652032485375,-0.7581987243432265
144,0.006076820911123202,0.7308189868927002,0.720957453434284,-0.7308189868927002
145,0.024819541149414502,0.7196448949667124,0.7215143946500925,-0.7196448949667124
146,0.022461152707154933,0.7413640251526465,0.7374430940701411,-0.7413640251526465
147,0.01827224515951597,0.7411927076486441,0.7455256489607004,-0.7411927076486441
148,0.01683400786266877,0.7299732382480915,0.724772586272313,-0.7299732382480915
149,0.012909734048522435,0.7207833849466764,0.7143970773770258,-0.7207833849466764
